Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by AGE5P - Age in Five Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"AGE5P - Age in Five Year Groups","0-4 years","5-9 years","10-14 years","15-19 years","20-24 years","25-29 years","30-34 years","35-39 years","40-44 years","45-49 years","50-54 years","55-59 years","60-64 years","65-69 years","70-74 years","75-79 years","80-84 years","85-89 years","90-94 years","95-99 years","100 years and over","Total",
"SA1 (UR)",
"3130010",25,29,30,17,22,33,28,18,25,20,17,20,24,12,13,4,6,6,5,0,0,349,
"3130011",12,24,24,17,20,22,15,8,14,9,9,6,6,8,4,0,0,0,0,0,0,209,
"3130012",22,29,20,27,21,24,36,24,29,27,21,23,13,11,12,12,9,0,0,0,0,345,
"3130013",29,29,23,22,40,44,38,31,30,32,22,29,22,13,18,10,6,5,4,0,0,450,
"3130014",25,44,18,26,23,28,10,11,17,22,9,15,13,3,8,4,0,0,0,0,0,269,
"3130015",60,74,52,30,28,52,46,21,39,16,17,14,16,16,8,4,4,0,0,0,0,498,
"3130016",84,83,78,47,66,57,72,76,37,40,38,42,26,22,14,5,3,0,0,0,0,808,
"3130017",50,56,59,45,42,32,44,39,28,27,22,8,9,9,5,3,0,0,0,0,0,475,
"3130018",47,48,31,34,45,43,51,28,35,34,24,21,19,34,24,19,11,7,3,0,0,542,
"3130020",42,34,57,29,34,35,29,27,28,23,30,19,17,9,18,4,8,0,4,0,0,440,
"3130021",41,34,37,43,38,31,30,30,27,35,35,31,29,32,29,7,6,8,5,0,0,538,
"3130022",117,98,82,71,82,78,77,56,53,35,22,15,10,16,7,3,0,0,0,0,0,820,
"3130023",29,33,21,18,26,20,15,27,20,19,17,22,9,10,14,3,0,0,0,0,0,309,
"3130101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3130201",76,62,66,73,60,54,43,27,41,40,25,24,16,4,0,0,3,3,0,0,0,626,
"3130202",137,99,59,47,127,152,127,76,30,27,14,22,13,6,4,0,0,0,0,0,0,951,
"3130203",76,97,63,59,72,71,69,46,40,37,29,20,13,0,12,0,0,4,0,0,0,713,
"3130205",49,33,36,43,43,63,42,38,29,43,30,12,20,23,15,24,14,15,12,0,0,595,
"3130206",0,0,0,4,0,5,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,20,
"3130207",39,48,37,46,34,52,44,34,27,30,31,37,23,24,14,13,0,5,0,0,0,531,
"3130208",67,36,30,32,40,48,58,26,32,24,24,24,32,14,9,5,3,0,0,0,0,494,
"3130209",27,23,26,43,47,26,30,31,30,23,22,31,30,31,8,4,5,0,4,0,0,439,
"3130210",40,62,49,38,35,46,44,36,34,33,17,21,15,11,7,0,0,0,0,0,0,494,
"3130211",32,34,31,36,28,33,27,19,23,20,26,18,16,11,8,8,3,0,0,0,0,374,
"3130212",41,44,35,48,49,38,33,37,30,39,18,14,15,9,7,0,0,0,0,0,0,464,
"3130215",60,47,46,35,41,34,54,28,33,41,44,35,39,34,8,7,0,0,0,0,0,585,
"3130216",33,40,44,40,33,30,47,25,41,21,40,27,18,17,5,4,3,0,0,0,0,474,
"3130217",133,92,89,70,69,69,85,76,54,39,30,21,14,13,5,7,3,5,0,0,0,865,
"3130218",78,75,59,57,49,44,53,50,35,37,32,28,15,8,0,0,3,0,0,0,0,629,
"3130219",25,18,23,34,29,19,24,28,31,38,34,20,19,17,11,0,0,0,0,0,0,370,
"3130220",29,25,38,29,19,27,22,24,25,20,24,24,11,17,12,12,3,3,0,0,0,359,
"3130221",82,91,61,55,37,42,51,56,65,31,28,14,17,19,7,4,0,0,0,0,0,669,
"3130222",21,27,22,23,39,29,26,17,21,30,17,29,28,8,10,4,4,0,0,0,0,347,
"3130223",19,32,20,28,22,28,29,27,24,34,23,15,21,13,9,4,0,0,0,0,0,342,
"3130224",42,26,28,31,31,44,27,13,9,26,16,31,14,13,4,0,0,0,0,0,0,350,
"3130225",23,27,19,22,25,18,20,18,16,19,20,24,23,18,4,6,3,0,0,0,0,294,
"3130226",20,20,22,31,14,12,28,24,29,9,14,19,20,10,0,0,0,0,0,0,0,285,
"3130227",72,58,38,51,69,68,68,62,38,33,37,40,24,19,8,14,8,6,0,0,0,699,
"3130228",33,22,10,15,19,34,18,18,21,19,22,14,13,11,5,7,0,0,0,0,0,286,
"3130229",48,31,28,32,31,37,52,27,29,34,29,43,39,23,14,11,0,12,0,0,0,523,
"3130230",56,49,51,42,44,35,39,31,36,33,20,19,16,5,6,4,0,0,0,0,0,483,
"3130231",154,115,78,57,103,132,112,74,50,38,26,24,21,4,9,4,0,0,0,0,0,998,
"3130232",189,107,69,59,159,165,118,68,48,34,37,23,11,11,7,6,5,0,0,0,0,1126,
"3130233",39,41,29,28,32,24,28,27,10,15,18,10,14,0,0,0,0,0,0,0,0,320,
"3130234",62,53,37,37,51,50,33,36,13,23,15,12,13,4,6,0,0,0,0,0,0,445,
"3130235",104,89,65,58,58,103,72,59,42,36,32,14,18,15,6,5,3,5,0,0,0,777,
"3130236",86,71,67,55,39,56,63,40,42,31,37,33,22,9,4,4,0,0,0,0,0,665,
"3130237",89,69,64,47,62,64,56,50,38,48,29,34,25,27,12,0,3,0,0,0,0,723,
"3130238",163,139,79,72,83,114,112,64,45,38,21,11,14,4,11,0,0,0,0,0,0,981,
"3130301",50,52,47,40,53,31,37,41,39,23,34,32,9,4,16,3,0,3,0,0,0,527,
"3130302",48,50,48,50,39,23,52,45,36,60,39,23,24,17,10,12,10,5,3,0,0,604,
"3130303",30,33,40,55,34,34,39,19,46,43,48,11,23,13,10,3,0,0,0,0,0,458,
"3130304",10,21,16,18,22,23,12,18,11,25,23,12,10,3,5,3,0,0,0,0,0,236,
"3130305",36,49,37,43,39,36,35,46,36,44,37,22,25,9,12,3,0,0,0,0,0,508,
"3130307",38,28,18,20,8,15,30,23,10,25,12,9,7,0,0,0,0,0,0,0,0,251,
"3130308",37,38,48,27,25,27,34,40,44,48,34,33,13,14,9,4,0,0,0,0,0,489,
"3130311",28,42,61,47,35,27,40,23,53,42,41,16,10,18,4,7,0,0,0,0,0,489,
"3130312",20,22,22,35,27,18,22,11,24,31,36,4,5,3,6,4,0,0,0,0,0,308,
"3130313",41,51,45,46,20,27,45,35,50,30,28,26,15,9,5,9,0,0,5,0,0,495,
"3130314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3130315",36,45,31,36,27,29,37,41,31,21,24,22,21,12,8,7,0,0,0,0,0,413,
"3130316",24,23,13,14,15,30,21,23,24,13,19,7,7,0,0,0,0,0,0,0,0,241,
"3130317",37,24,22,11,21,47,44,26,21,16,9,10,12,10,7,0,0,0,0,0,0,321,
"3130318",69,78,55,42,29,40,74,62,49,36,28,7,4,10,3,3,0,0,0,0,0,596,
"3130319",25,43,48,31,24,26,24,44,23,34,16,20,15,10,3,0,0,0,0,0,0,392,
"3130320",41,36,41,35,26,32,41,36,39,31,16,22,9,16,6,4,0,0,0,0,0,439,
"3130401",135,126,82,74,100,93,131,113,101,83,53,34,24,17,6,4,0,4,0,0,0,1178,
"3130403",123,101,81,42,44,82,128,102,68,34,31,23,17,14,0,0,0,0,0,0,0,892,
"3130405",127,133,102,65,87,151,166,129,84,45,37,17,17,13,4,5,0,0,0,0,0,1196,
"3130406",61,37,42,36,23,33,45,44,38,32,25,10,9,15,11,5,4,3,0,0,0,470,
"3130407",24,43,29,29,30,21,31,43,30,21,13,15,13,8,7,3,0,0,0,0,0,378,
"3130408",50,25,19,16,21,35,30,25,32,24,13,10,10,4,4,0,0,0,0,0,0,309,
"3130409",69,63,42,35,28,45,53,57,44,39,37,34,22,7,10,3,0,0,0,0,0,598,
"3130410",49,72,73,62,41,38,52,56,69,70,40,23,15,26,9,0,5,0,0,0,0,683,
"3130411",33,34,30,23,19,18,40,24,19,30,20,10,3,3,6,4,0,0,0,0,0,313,
"3130412",33,30,21,22,22,28,42,40,33,24,16,17,16,8,9,8,6,0,0,0,0,380,
"3130413",39,36,18,23,24,29,40,25,28,24,17,19,13,7,12,4,0,0,0,0,0,365,
"3130414",50,30,25,26,23,33,55,34,41,35,11,5,8,10,6,0,0,0,0,0,0,397,
"3130415",39,34,21,19,20,21,42,46,35,20,14,10,13,8,9,7,0,0,0,0,0,351,
"3130416",27,39,25,35,17,11,29,31,21,37,20,21,25,13,10,6,0,0,0,0,0,364,
"3130417",143,137,119,132,170,235,201,136,112,80,41,32,20,6,9,3,0,0,0,0,0,1571,
"3130418",23,30,29,23,22,20,19,28,25,28,15,25,13,4,10,11,0,0,0,0,0,331,
"3130419",53,57,57,48,45,46,67,63,71,44,41,31,23,26,10,12,0,3,0,0,0,697,
"3130421",32,37,37,34,47,50,34,31,32,37,17,14,10,3,6,4,0,0,0,0,0,420,
"3130422",49,17,18,5,27,51,58,40,13,12,12,10,8,0,4,0,0,0,0,0,0,330,
"3130423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3130424",39,30,22,10,35,44,55,34,20,14,12,9,5,5,0,4,4,0,0,0,0,340,
"3130425",74,64,64,35,64,88,87,67,45,37,21,9,9,15,3,3,0,0,0,0,0,685,
"3130426",77,41,48,30,37,45,45,42,44,34,26,13,11,0,0,0,0,0,0,0,0,485,
"3130427",32,27,31,26,34,36,41,53,29,22,8,5,4,5,4,0,0,0,0,0,0,347,
"3130428",91,72,50,36,40,86,94,69,62,36,44,25,8,20,7,5,0,0,0,0,0,745,
"3130429",83,77,43,27,58,81,97,73,48,20,19,23,7,9,4,6,0,0,0,0,0,670,
"3130430",107,94,72,61,49,97,120,101,75,47,33,33,26,15,12,0,3,0,0,0,0,936,
"3130501",18,29,25,16,5,7,12,21,31,23,23,12,14,17,9,5,4,5,0,0,0,277,
"3130502",8,19,18,16,14,15,6,8,20,20,33,13,26,29,44,17,16,12,6,0,0,339,
"3130503",26,30,37,37,27,23,22,30,24,46,29,32,26,26,30,23,14,14,4,0,0,513,
"3130504",9,12,13,12,14,12,9,16,19,19,19,4,13,29,24,16,3,12,0,0,0,253,
"3130505",11,19,15,24,30,18,31,9,12,26,17,23,15,20,24,24,33,29,32,6,5,437,
"3130506",27,30,36,44,47,29,20,24,34,44,37,39,34,40,31,27,13,8,4,4,0,562,
"3130507",20,29,25,31,25,20,15,18,34,31,15,21,25,30,23,10,15,7,4,0,0,389,
"3130508",27,25,17,30,29,33,22,21,23,28,27,46,37,9,35,34,20,8,9,0,0,478,
"3130509",7,31,30,18,10,20,18,13,21,36,37,30,30,28,22,13,18,10,0,0,0,396,
"3130510",86,101,67,61,38,49,66,55,53,50,36,55,43,46,43,18,11,6,3,0,0,905,
"3130512",18,34,25,20,15,14,19,24,17,18,37,21,29,32,22,22,13,3,3,0,0,382,
"3130513",15,15,22,25,28,9,9,11,17,30,34,18,16,20,22,9,6,4,3,0,0,318,
"3130515",10,9,10,22,15,15,18,10,18,13,22,30,16,23,14,8,0,0,0,0,0,265,
"3130516",38,52,70,60,36,16,33,27,81,72,52,32,50,37,20,13,11,5,0,0,0,705,
"3130517",13,26,34,37,25,14,27,20,26,44,37,39,38,37,19,14,8,3,0,0,0,460,
"3130518",18,18,20,26,15,14,17,26,33,16,18,35,34,16,10,8,5,0,6,0,0,340,
"3130519",72,55,32,48,52,48,41,22,39,19,32,23,16,20,7,10,5,4,0,0,0,554,
"3130520",43,68,66,43,36,18,33,48,63,35,44,44,35,50,36,15,9,4,0,0,0,705,
"3130521",9,16,22,21,15,14,15,31,40,39,46,31,47,56,37,9,0,0,0,0,0,441,
"3130522",3,15,19,30,7,12,13,10,14,27,12,11,15,21,7,0,0,0,0,0,0,222,
"3130523",18,22,20,17,10,6,16,17,21,17,16,23,16,28,15,12,6,6,0,0,0,277,
"3130524",31,27,34,28,19,24,27,26,25,43,50,37,46,26,10,10,13,5,0,0,0,478,
"3130525",12,18,6,10,9,14,3,9,6,8,13,15,14,12,10,15,7,3,6,0,0,169,
"3130526",20,29,15,16,0,12,20,19,19,20,19,26,24,22,15,10,9,0,0,0,0,291,
"3130527",11,32,22,21,18,28,15,23,39,43,48,45,37,32,25,15,3,3,3,0,0,468,
"3130528",13,20,10,12,9,6,15,9,15,25,23,32,25,25,14,4,9,3,0,0,0,265,
"3130529",12,6,13,7,15,16,43,38,19,25,19,32,25,13,9,4,9,0,0,0,0,304,
"3130530",27,25,25,26,23,8,23,25,14,39,54,42,48,57,56,30,13,7,0,0,0,538,
"3130531",49,78,63,38,29,38,42,53,38,38,33,25,18,30,22,12,4,0,0,0,0,607,
"3130532",48,78,50,34,31,43,36,34,26,43,21,24,20,34,20,22,23,21,18,11,0,639,
"3130533",41,51,48,30,30,28,30,34,33,20,31,21,38,28,19,10,21,7,0,0,0,530,
"3130534",22,26,25,34,27,16,25,23,19,30,34,34,28,17,12,12,11,7,0,0,0,402,
"3130601",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,
"3130602",5,12,28,40,21,12,4,15,21,26,28,13,6,11,6,4,3,0,0,0,0,263,
"3130603",42,50,32,47,31,47,32,42,40,31,25,29,26,11,14,11,3,3,0,0,0,512,
"3130604",20,38,22,22,33,25,27,26,43,30,35,23,27,23,15,6,8,3,0,3,0,438,
"3130605",10,13,11,11,9,11,23,20,20,15,29,28,7,14,4,9,5,0,0,0,0,224,
"3130606",42,19,24,28,42,31,33,23,21,37,33,21,16,19,6,0,3,0,0,0,0,409,
"3130607",30,27,28,22,22,17,24,23,14,25,18,18,13,10,9,3,0,0,3,0,0,294,
"3130608",53,47,32,37,52,55,39,45,37,53,36,36,17,15,13,5,8,3,0,0,0,576,
"3130609",33,35,34,34,30,32,35,38,32,26,40,34,23,28,15,4,3,0,0,0,0,496,
"3130610",23,29,26,21,34,23,29,21,30,27,18,18,17,20,13,9,9,0,0,0,0,375,
"3130611",49,37,32,21,41,41,49,46,38,35,31,32,33,30,20,5,4,0,0,0,0,539,
"3130612",27,28,15,8,44,36,27,25,25,25,11,9,10,16,14,11,0,4,0,0,0,349,
"3130613",12,10,14,24,34,11,7,11,23,20,20,19,19,24,11,9,5,0,0,0,0,281,
"3130614",37,40,25,60,72,46,33,31,57,34,48,35,25,36,19,11,14,12,6,0,0,642,
"3130615",22,21,32,31,31,23,31,31,37,26,26,20,36,36,11,8,0,8,0,0,0,435,
"3130616",23,15,18,35,26,22,16,15,31,45,22,24,27,16,8,7,6,0,0,0,0,344,
"3130617",32,24,15,22,47,44,35,13,32,35,29,44,41,40,26,10,13,14,5,0,0,521,
"3130618",25,15,26,15,37,28,19,29,31,25,34,32,30,38,37,25,16,8,3,0,0,461,
"3130619",11,4,11,10,4,17,11,9,12,14,13,14,14,23,22,6,10,18,6,0,0,224,
"3130620",21,26,20,34,25,21,14,12,27,29,27,14,17,11,17,12,10,11,3,0,0,354,
"3130621",16,19,16,21,23,17,9,17,16,12,25,22,19,19,14,7,8,3,0,0,0,278,
"3130622",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
"3130623",20,18,22,8,8,5,14,16,15,12,17,15,14,10,8,3,8,5,0,0,0,218,
"3130701",39,41,27,35,26,22,34,28,26,29,24,26,28,23,13,9,0,3,5,0,0,440,
"3130702",46,38,32,26,46,42,43,30,26,29,34,28,35,24,22,11,7,0,0,0,0,523,
"3130703",34,36,44,40,32,28,38,35,43,29,30,30,32,16,14,6,0,5,0,0,0,491,
"3130704",51,40,27,29,48,41,33,28,31,13,22,35,39,32,27,15,3,6,0,0,0,529,
"3130705",0,3,3,7,0,4,0,0,6,12,0,4,0,9,7,10,0,0,0,0,0,72,
"3130706",0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,17,
"3130707",0,5,3,4,3,0,3,4,3,4,11,14,21,48,77,74,52,34,9,0,0,380,
"3130710",54,39,29,25,37,19,31,25,26,25,19,12,10,15,5,9,4,5,0,0,0,399,
"3130711",22,21,18,24,21,25,15,6,16,27,17,12,19,28,10,6,8,6,0,0,0,292,
"3130713",44,51,32,24,37,46,40,42,34,32,32,30,35,30,17,8,5,5,0,0,0,533,
"3130715",25,26,20,22,26,19,19,17,35,23,27,18,28,15,7,12,0,0,0,0,0,346,
"3130716",26,38,24,23,25,26,29,33,11,29,26,30,31,16,14,20,4,6,4,0,0,432,
"3130717",50,39,29,42,32,47,36,18,40,24,43,36,14,16,7,3,6,0,0,0,0,476,
"3130718",29,21,32,32,38,22,33,23,24,36,28,45,32,36,17,16,10,0,0,0,0,472,
"3130719",32,46,28,22,9,36,29,13,33,21,21,24,70,160,189,129,53,17,9,3,0,954,
"3130720",16,21,15,15,10,18,8,8,11,14,13,9,16,6,6,0,0,0,0,0,0,180,
"3130721",36,42,30,27,33,31,30,31,37,21,31,28,40,40,21,12,7,4,0,0,0,498,
"3130722",43,21,16,19,53,37,44,36,32,32,37,18,37,24,20,13,5,4,0,0,0,484,
"3130723",31,30,25,21,39,30,38,27,19,33,37,40,28,23,14,12,9,3,0,0,0,465,
"3130725",32,47,47,32,24,22,33,25,29,36,28,19,18,4,11,6,0,0,0,0,0,411,
"3130726",31,53,28,31,28,42,40,29,26,26,31,28,26,17,17,12,5,5,0,0,0,481,
"3130727",57,58,54,39,39,38,29,40,31,26,14,5,9,4,3,0,0,3,0,0,0,452,
"3130728",59,20,10,22,48,44,56,29,24,16,9,25,16,23,24,22,11,10,3,0,0,475,
"3130729",18,14,19,23,32,8,25,29,26,29,21,10,10,0,14,4,3,0,0,0,0,289,
"3130730",0,0,0,0,0,0,0,0,0,0,3,3,47,150,184,129,58,36,4,0,0,626,
"3130731",53,37,30,32,29,26,44,31,19,17,16,13,12,6,6,6,3,0,0,0,0,377,
"3130732",37,32,20,20,26,31,32,31,19,11,15,12,8,7,0,5,0,0,0,0,0,326,
"3130733",27,23,13,16,16,14,28,8,20,22,21,13,8,6,0,9,0,5,0,0,0,262,
"3130734",64,40,23,19,47,47,40,25,26,27,17,26,39,26,19,5,10,8,3,0,0,508,
"3130735",42,51,37,18,36,30,31,28,24,14,19,11,5,15,3,9,5,4,0,0,0,378,
"3130736",60,32,37,37,63,61,48,38,37,41,16,11,24,11,8,3,0,0,0,0,0,533,
"3130737",16,27,22,9,20,16,15,9,11,17,15,9,16,10,0,8,0,0,0,0,0,240,
"3130801",46,40,33,35,41,36,26,27,26,31,28,16,13,4,3,3,0,0,0,0,0,407,
"3130802",70,57,53,48,49,36,54,49,46,56,58,46,29,23,10,9,6,0,0,0,0,711,
"3130803",17,29,16,7,11,23,35,20,22,18,19,28,16,6,13,3,0,3,0,0,0,303,
"3130804",25,40,28,16,29,30,25,32,38,33,35,30,29,39,11,3,7,0,0,0,0,444,
"3130805",38,44,40,41,26,44,43,40,49,32,19,29,39,27,14,4,3,0,0,0,0,533,
"3130806",16,43,28,35,40,25,25,29,28,24,32,26,10,9,6,10,3,0,0,0,0,388,
"3130807",34,57,28,22,31,30,40,39,30,25,20,22,20,13,7,15,0,4,0,0,0,442,
"3130808",30,25,24,28,25,29,24,28,37,25,19,17,19,22,10,4,3,0,0,0,0,359,
"3130809",35,24,24,31,35,40,21,24,23,17,30,10,6,8,3,0,3,0,0,0,0,334,
"3130810",18,20,17,15,9,19,22,11,26,15,12,10,10,14,3,6,0,0,0,0,0,231,
"3130811",28,19,23,14,22,14,31,21,24,21,26,16,16,17,10,8,4,0,0,0,0,309,
"3130812",232,145,105,84,193,251,186,130,91,83,50,48,52,34,14,17,8,8,0,0,0,1744,
"3130813",15,26,24,20,16,17,23,17,31,17,19,21,17,22,22,27,35,34,18,7,0,433,
"3130814",27,46,27,31,25,41,36,30,45,44,36,26,38,23,4,6,0,5,0,0,0,497,
"3130815",36,28,18,27,23,30,41,18,23,17,12,11,11,11,4,6,3,0,0,0,0,315,
"3130901",43,36,48,22,45,28,46,43,29,36,36,26,22,29,9,10,5,5,0,0,0,519,
"3130902",27,28,28,24,26,36,26,23,20,12,33,30,8,20,9,3,4,4,0,0,0,366,
"3130903",29,31,44,59,29,22,20,40,47,42,40,18,22,18,9,9,0,0,0,0,0,486,
"3130904",0,0,0,0,0,0,0,0,0,0,5,11,18,30,41,25,45,29,9,0,0,214,
"3130905",33,53,50,31,39,20,40,45,33,39,43,33,19,17,11,5,3,0,0,0,0,514,
"3130906",27,22,23,17,16,26,26,26,20,23,24,29,28,35,9,0,7,0,0,0,0,357,
"3130907",35,26,19,23,20,26,24,21,27,17,21,16,20,22,5,5,0,6,0,0,0,350,
"3130908",8,16,15,24,18,9,11,11,18,26,11,11,8,36,22,42,25,14,0,0,0,333,
"3130909",27,48,32,40,31,43,47,34,30,26,45,32,32,36,17,10,11,8,0,0,0,552,
"3130910",24,28,18,19,21,32,25,20,28,24,14,28,5,15,16,8,7,0,0,0,0,345,
"3130911",32,23,17,20,18,17,17,12,33,10,12,15,11,13,11,12,3,0,0,0,0,291,
"3130912",20,16,18,15,12,19,18,16,16,9,15,10,13,7,17,6,0,3,0,0,0,225,
"3130913",32,39,17,26,29,19,30,36,31,22,23,26,23,20,11,9,9,0,0,0,0,402,
"3130914",6,9,13,9,3,15,12,14,11,16,11,8,15,22,11,6,4,4,0,0,0,215,
"3130915",28,27,20,26,14,27,26,22,24,29,47,50,29,19,9,6,6,4,0,0,0,416,
"3130916",12,20,17,14,14,15,8,14,11,11,16,16,6,8,0,3,0,0,0,0,0,205,
"3131001",20,14,24,14,15,12,16,21,16,15,15,25,25,33,16,11,3,10,0,0,0,302,
"3131002",29,57,51,45,37,22,38,41,53,46,52,56,26,20,15,12,3,6,0,0,0,613,
"3131003",26,44,41,44,27,25,35,44,45,49,31,38,33,38,25,16,18,9,0,0,0,589,
"3131005",55,57,44,59,68,58,48,44,52,50,40,52,44,36,17,13,3,5,3,0,0,752,
"3131006",10,21,25,21,19,15,8,11,24,39,31,20,15,17,13,0,5,5,0,0,0,291,
"3131007",48,49,44,61,36,40,52,47,46,42,59,36,24,16,12,5,0,4,0,0,0,616,
"3131008",36,33,37,33,45,32,22,29,34,31,50,47,33,20,15,4,3,0,0,0,0,515,
"3131009",13,9,19,21,18,15,7,10,24,37,28,25,31,21,12,10,4,0,0,0,0,313,
"3131010",97,94,90,73,70,107,105,58,48,53,57,44,24,25,7,4,4,0,0,0,0,959,
"3131011",20,28,24,26,38,24,27,28,22,30,29,25,31,44,31,13,0,5,0,0,0,445,
"3131012",11,17,12,24,11,11,18,18,10,23,6,12,13,10,8,0,4,0,0,0,0,225,
"3131013",39,33,36,38,39,22,24,31,34,34,38,33,22,19,14,16,5,0,0,0,0,485,
"3131101",34,36,35,40,30,44,35,28,28,14,16,23,13,14,0,3,0,0,0,0,0,380,
"3131102",28,52,40,27,30,31,46,40,26,28,26,39,18,15,13,7,3,0,0,0,0,462,
"3131103",49,45,41,42,52,42,44,43,37,36,33,28,32,29,5,5,3,0,0,0,0,596,
"3131104",52,52,45,50,29,39,49,31,50,31,45,27,34,21,13,3,7,0,0,0,0,582,
"3131105",29,22,26,35,44,42,27,28,36,25,38,41,26,14,13,6,0,4,0,0,0,441,
"3131106",60,60,35,36,30,66,60,33,37,46,40,30,47,26,16,9,0,0,0,0,0,635,
"3131107",50,39,40,26,20,34,36,54,30,30,20,23,19,12,14,7,0,0,0,0,0,472,
"3131108",24,20,28,28,19,17,23,15,21,26,39,31,41,28,34,19,4,10,6,0,0,426,
"3131110",14,18,22,22,16,3,12,17,14,10,17,16,18,12,12,3,3,0,5,0,0,233,
"3131111",6,18,12,25,18,22,12,22,16,26,23,22,15,17,8,4,3,0,0,0,0,270,
"3131112",4,16,11,15,12,11,11,19,18,16,12,23,12,11,14,5,3,0,0,0,0,202,
"3131113",11,26,35,29,18,12,14,24,33,24,19,24,25,15,10,6,3,3,0,0,0,329,
"3131114",12,17,25,30,20,13,25,24,23,25,35,38,31,37,19,10,8,6,0,0,0,401,
"3131115",11,14,21,20,26,17,14,14,31,24,28,45,51,35,43,14,10,4,3,0,0,424,
"3131116",15,24,24,21,23,17,9,20,16,25,28,36,23,28,15,6,10,7,0,0,0,343,
"3131117",17,11,22,32,26,17,19,12,15,20,26,21,35,46,35,35,42,43,18,5,0,510,
"3131118",7,18,24,24,29,16,21,23,23,24,24,30,32,18,3,3,9,7,0,0,0,335,
"3131119",0,0,0,0,0,0,0,0,0,3,4,7,13,41,59,72,43,36,5,0,0,292,
"3131120",14,12,30,30,21,23,17,12,27,13,27,17,11,17,12,5,0,0,0,0,0,296,
"3131121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"3131123",33,29,22,25,28,24,27,24,20,16,16,14,4,4,4,5,0,0,0,0,0,295,
"3131124",38,42,38,29,26,25,41,24,29,29,23,22,15,9,12,5,3,0,0,0,0,405,
"3131125",55,38,27,38,27,29,35,34,24,16,14,11,12,14,3,4,3,0,0,0,0,376,
"3131126",31,52,37,35,25,33,41,35,35,24,29,26,15,11,4,8,13,0,0,0,0,453,
"3131127",79,76,57,50,68,49,55,59,53,50,43,41,19,13,13,8,0,0,0,0,0,733,
"3131128",45,46,36,45,58,44,41,36,41,41,35,37,15,11,10,7,4,4,0,0,0,549,
"3131129",18,13,3,16,27,15,13,13,12,14,21,17,18,3,4,6,7,0,0,0,0,209,
"3131130",59,40,43,31,43,47,53,42,27,31,24,18,26,4,10,8,0,3,0,0,0,502,
"3131131",0,0,0,0,3,0,0,0,0,5,4,11,38,113,104,100,66,22,7,0,0,478,
"3131132",14,21,19,17,12,15,14,8,20,26,16,23,27,38,24,27,28,8,0,0,0,353,
"3131133",4,3,3,0,0,5,4,4,5,6,3,0,7,17,18,28,38,51,34,12,5,261,
"3131201",44,32,30,28,39,37,42,29,28,21,37,38,37,16,13,4,4,3,0,0,0,481,
"3131202",20,22,5,20,24,27,16,13,19,11,16,14,15,12,6,0,0,0,0,0,0,242,
"3131203",33,38,27,24,17,25,13,32,24,20,13,14,13,11,11,6,0,0,0,0,0,318,
"3131204",31,17,19,13,30,19,16,27,17,34,12,32,24,7,10,4,0,5,0,0,0,311,
"3131205",19,31,26,30,20,26,22,16,34,23,27,27,7,13,3,8,0,0,0,0,0,348,
"3131206",91,79,43,57,80,128,99,64,54,43,41,35,19,14,8,0,0,0,0,0,0,856,
"3131207",48,41,51,44,46,40,23,31,37,39,25,24,20,18,9,9,0,0,0,0,0,521,
"3131208",36,41,27,25,23,33,38,24,32,21,22,19,12,9,9,4,0,0,0,0,0,361,
"3131209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
"3131211",46,37,28,19,44,47,50,32,31,31,26,37,14,26,12,12,7,0,0,0,0,495,
"3131213",16,36,38,55,29,23,36,29,33,31,40,39,41,22,14,10,3,0,0,0,0,505,
"3131214",18,31,15,16,19,41,42,17,25,41,23,22,22,21,16,3,7,0,0,0,0,378,
"3131215",32,27,18,38,32,22,32,18,22,37,40,28,40,14,13,8,12,3,3,0,0,439,
"3131216",31,26,18,18,33,32,30,22,23,31,22,24,14,19,12,5,0,0,0,0,0,369,
"3131217",39,41,45,25,39,31,41,41,30,42,19,17,22,19,21,14,19,38,34,5,0,576,
"3131218",76,67,45,38,38,66,84,67,45,42,28,34,27,16,18,16,3,0,0,0,0,692,
"3131219",62,50,25,24,23,39,83,37,20,31,27,11,10,9,4,0,0,3,0,0,0,476,
"3131301",15,10,18,26,20,15,10,9,10,27,31,19,18,7,9,5,5,0,0,0,0,253,
"3131302",10,8,19,15,22,16,10,8,14,20,16,18,23,24,12,13,4,0,0,0,0,240,
"3131303",8,27,20,21,12,9,12,14,31,21,18,13,11,9,3,6,4,0,0,0,0,241,
