Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"SA1 (UR)",
"3124724",3,0,9,17,36,68,0,9,11,28,69,242,
"3124725",16,11,69,38,70,121,0,24,8,18,80,440,
"3124801",0,0,14,13,39,75,0,16,3,14,48,218,
"3124802",6,0,16,22,23,57,0,16,10,31,36,218,
"3124803",9,9,19,31,62,104,0,22,8,28,82,367,
"3124804",0,4,26,35,67,204,0,93,19,230,0,681,
"3124805",0,0,0,0,3,6,0,4,0,0,0,12,
"3124806",9,3,18,36,73,157,0,40,16,44,92,478,
"3124807",7,4,37,37,91,137,0,27,16,69,103,533,
"3124808",11,7,52,61,104,156,0,26,16,29,131,586,
"3124809",4,6,25,20,76,110,0,20,7,9,104,389,
"3124810",7,8,27,24,53,76,0,16,11,23,58,305,
"3124811",4,4,24,34,71,138,0,25,12,38,72,434,
"3124812",3,8,4,10,30,65,0,13,7,12,52,202,
"3124813",9,3,25,34,53,97,0,6,7,13,41,286,
"3124814",3,0,24,34,83,135,0,26,11,19,86,414,
"3124815",0,3,19,25,57,103,0,40,9,13,52,308,
"3124818",0,4,37,34,109,158,0,41,10,39,106,537,
"3124819",7,4,36,36,115,140,0,39,20,25,119,529,
"3124820",0,4,29,23,61,74,0,18,20,11,52,296,
"3124821",10,4,45,49,100,171,0,41,10,51,140,602,
"3124822",11,5,33,32,93,126,0,22,16,29,92,464,
"3124823",9,14,30,41,71,105,0,11,13,24,67,375,
"3124824",3,12,35,35,89,188,0,33,16,31,113,541,
"3124825",21,3,55,60,74,132,0,16,13,40,98,519,
"3124826",19,4,41,28,44,70,0,15,6,9,56,292,
"3124827",0,0,0,0,0,0,0,0,0,0,0,0,
"3124828",11,9,39,54,99,186,0,41,26,59,129,641,
"3124829",9,6,43,43,116,169,0,22,8,41,101,560,
"3124830",0,0,8,21,63,93,0,25,14,30,58,305,
"3124831",0,10,26,32,91,157,0,35,10,43,100,512,
"3124832",14,3,61,58,102,223,0,31,23,49,208,775,
"3124833",0,6,30,43,92,160,0,26,10,15,87,479,
"3124834",7,0,27,20,69,128,0,24,14,12,79,367,
"3124835",21,5,73,47,102,176,3,23,18,78,79,624,
"3124836",3,0,7,16,61,115,0,47,4,75,33,365,
"3124837",7,0,21,36,93,127,0,36,17,40,95,474,
"3124838",9,0,34,30,38,94,0,23,3,37,34,303,
"3124839",5,4,25,28,84,143,0,59,8,62,59,468,
"3124840",5,4,32,29,89,136,3,49,12,65,68,492,
"3124841",4,8,21,15,40,81,0,18,4,23,43,248,
"3124842",12,6,34,37,65,91,0,10,7,28,76,367,
"3124843",5,5,29,37,102,111,0,20,12,34,108,467,
"3124844",5,6,47,35,55,101,0,20,13,20,68,374,
"3124845",6,4,8,0,11,12,0,0,0,4,25,69,
"3124846",3,0,31,27,63,89,0,9,9,31,76,330,
"3124847",0,0,9,11,53,88,0,15,17,29,28,250,
"3124848",4,5,14,14,13,28,0,5,4,9,17,108,
"3124849",9,5,56,50,101,162,0,16,18,40,182,647,
"3124850",7,6,55,63,80,147,0,21,6,75,134,594,
"3124851",5,0,13,29,68,87,0,12,5,19,56,293,
"3124852",19,7,85,73,133,218,0,18,9,32,227,826,
"3124901",8,3,24,16,63,80,0,15,10,17,52,281,
"3124902",0,6,29,28,56,98,0,15,11,24,83,335,
"3124903",6,0,18,24,70,101,0,22,21,15,57,335,
"3124904",3,6,24,18,52,96,0,23,12,16,81,336,
"3124905",5,0,35,27,63,111,0,18,6,16,62,343,
"3124906",6,5,23,25,50,101,0,11,13,14,68,309,
"3124907",12,3,45,31,60,134,0,16,12,22,131,463,
"3124908",7,10,24,29,66,80,0,11,8,28,101,365,
"3124909",23,12,78,75,111,187,4,21,21,53,151,721,
"3124913",7,6,28,47,74,134,0,24,10,32,76,429,
"3124914",14,4,59,69,87,184,0,26,4,20,142,607,
"3124915",17,4,44,30,64,135,0,14,7,13,120,439,
"3124916",14,8,31,52,94,182,0,44,13,52,86,574,
"3124917",0,0,23,31,68,123,0,19,7,12,45,333,
"3124918",6,7,19,16,63,84,0,13,14,23,69,319,
"3124919",4,3,26,14,38,62,0,9,5,16,58,230,
"3124920",15,8,45,41,87,146,0,15,4,22,124,515,
"3124921",7,0,42,33,68,132,0,25,14,39,96,453,
"3124922",19,5,64,65,92,190,0,28,21,47,192,732,
"3124923",12,6,56,51,103,158,0,37,17,43,143,632,
"3124924",6,9,50,43,72,117,0,15,8,29,118,472,
"3124925",16,3,36,51,119,188,0,19,17,26,196,672,
"3124927",16,7,67,53,89,199,0,22,11,18,174,657,
"3124929",3,4,10,17,45,80,0,6,12,35,123,336,
"3124930",14,4,36,46,91,153,0,13,12,59,171,601,
"3124931",19,5,46,44,109,170,0,25,14,40,157,627,
"3124932",11,0,35,31,72,109,0,12,18,15,121,429,
"3124933",20,7,77,65,106,173,0,24,26,42,228,774,
"3124934",0,0,0,0,0,0,0,0,0,0,0,0,
"3124935",9,4,21,35,62,96,0,14,9,23,94,366,
"3124936",8,0,37,31,74,77,0,11,6,8,115,380,
"3124937",15,0,27,30,56,95,0,8,3,16,106,377,
"3124938",12,3,41,47,89,132,0,12,10,51,190,593,
"3124939",4,11,45,34,93,152,0,15,14,40,152,560,
"3124940",11,4,52,40,68,103,0,8,7,19,131,446,
"3124941",15,6,50,53,82,151,0,10,8,16,151,543,
"3124942",14,9,64,59,111,170,0,23,21,69,207,749,
"3124943",11,0,33,32,74,139,0,16,12,36,127,475,
"3124944",11,5,45,47,83,142,0,17,3,23,137,516,
"3125001",11,8,53,46,81,136,0,26,14,35,98,513,
"3125002",8,3,27,34,91,117,0,19,15,29,127,466,
"3125003",8,4,37,39,81,85,0,13,9,21,84,385,
"3125004",7,8,54,54,100,179,0,19,9,37,96,561,
"3125005",5,0,43,36,53,104,0,18,5,27,69,354,
"3125006",9,7,52,55,87,169,0,11,9,40,92,540,
"3125007",11,0,48,31,84,108,0,18,16,29,73,417,
"3125008",13,0,47,31,66,111,0,15,10,29,64,385,
"3125009",0,8,34,34,55,105,0,59,14,238,50,592,
"3125010",10,0,26,29,71,99,0,16,12,18,122,406,
"3125011",17,16,41,44,86,126,0,21,16,39,106,506,
"3125012",28,9,90,42,70,127,0,9,21,57,85,541,
"3125013",6,3,37,20,27,50,0,3,3,16,48,223,
"3125014",21,4,81,44,84,130,0,21,22,45,91,547,
"3125015",15,8,47,32,91,137,0,32,19,27,84,483,
"3125016",11,6,29,28,47,78,0,11,15,37,68,327,
"3125017",32,7,86,39,92,168,0,26,18,36,113,620,
"3125104",12,5,30,35,83,120,0,17,4,37,96,442,
"3125107",11,5,46,50,80,141,0,20,10,25,117,503,
"3125108",16,9,63,44,74,114,0,10,10,25,97,466,
"3125109",19,9,58,54,141,238,0,32,26,83,191,839,
"3125110",8,5,38,43,69,154,0,20,11,47,136,540,
"3125111",5,0,27,34,103,163,5,33,17,61,165,611,
"3125112",0,0,26,24,67,113,0,10,15,35,129,424,
"3125113",17,3,35,28,44,88,0,10,3,22,87,329,
"3125114",14,7,81,91,182,251,0,22,21,108,395,1173,
"3125115",20,11,80,71,83,161,0,13,18,22,157,629,
"3125116",4,4,32,38,60,112,0,6,5,45,109,409,
"3125117",12,4,43,46,75,110,0,15,5,22,170,499,
"3125118",18,6,56,50,81,128,0,11,14,27,174,568,
"3125119",18,7,62,69,138,220,0,30,23,52,254,869,
"3125120",7,0,44,80,96,196,0,21,24,42,236,741,
"3125121",0,0,0,0,3,8,0,0,0,0,0,17,
"3125122",24,9,111,90,187,284,0,31,23,92,385,1238,
"3125123",6,4,40,44,86,128,0,15,22,46,162,542,
"3125124",11,12,108,121,294,383,0,43,30,125,548,1669,
"3125125",13,15,40,41,57,106,0,15,11,14,133,451,
"3125126",8,13,32,40,45,83,0,3,4,6,124,350,
"3125201",5,4,34,36,75,122,0,19,10,11,83,408,
"3125202",5,0,30,25,63,137,0,66,21,76,17,435,
"3125203",4,5,24,31,75,133,0,25,15,43,87,440,
"3125204",9,4,39,26,57,106,0,11,5,37,69,370,
"3125205",5,7,31,29,33,76,0,9,3,13,51,259,
"3125206",11,3,24,30,43,84,0,9,11,24,75,314,
"3125207",26,9,71,51,77,171,0,30,22,63,114,630,
"3125208",36,10,121,81,111,263,0,19,24,73,204,925,
"3125210",12,5,40,47,94,148,0,19,14,40,105,515,
"3125211",14,5,36,43,70,127,0,26,19,29,74,445,
"3125212",0,0,0,3,3,4,0,0,0,6,10,36,
"3125213",11,7,50,38,90,141,0,17,13,54,71,497,
"3125214",7,9,35,53,96,154,0,30,17,53,94,541,
"3125215",9,4,29,27,45,93,0,15,11,14,48,301,
"3125216",12,12,34,24,79,125,0,23,9,29,99,453,
"3125217",0,5,17,18,47,58,0,10,0,16,60,230,
"3125218",11,5,34,34,68,98,0,23,10,43,73,394,
"3125219",4,0,24,25,51,86,0,14,9,7,68,292,
"3125220",3,6,31,33,76,156,0,21,14,24,79,448,
"3125221",0,0,0,0,0,0,0,0,0,0,0,0,
"3125222",7,7,30,33,64,101,0,14,8,25,66,360,
"3125223",8,5,20,19,36,84,0,14,3,3,35,226,
"3125224",10,5,33,48,85,116,0,22,21,27,86,449,
"3125225",7,3,30,25,68,114,0,24,7,23,67,368,
"3125226",9,0,24,38,66,66,0,16,9,18,69,333,
"3125227",14,0,52,30,44,106,0,14,6,21,73,370,
"3125228",14,8,59,46,79,121,0,20,24,21,94,485,
"3125229",10,0,31,26,35,77,0,15,4,20,46,272,
"3125230",9,7,40,33,102,175,4,46,14,63,89,579,
"3125231",0,5,15,24,36,78,0,29,9,33,21,255,
"3125232",7,3,30,39,98,190,0,34,11,49,90,556,
"3125233",3,4,37,37,53,118,0,10,8,10,78,360,
"3125234",3,0,20,46,86,132,0,22,7,24,64,409,
"3125235",12,3,60,53,86,148,0,23,16,83,88,571,
"3125236",33,10,73,61,88,194,0,30,14,44,144,686,
"3125237",22,7,44,41,85,186,0,37,16,39,84,562,
"3125238",9,6,49,57,90,133,0,27,18,55,86,527,
"3125239",18,8,92,72,96,185,0,31,18,26,207,744,
"3125240",0,0,21,30,61,108,0,10,7,33,116,397,
"3125241",5,0,26,16,52,70,0,10,6,19,49,247,
"3125242",0,0,13,14,32,66,0,18,9,16,27,192,
"3125301",20,5,38,21,28,74,0,12,11,28,28,266,
"3125302",20,0,37,33,26,99,0,13,7,20,27,282,
"3125303",22,11,88,36,56,147,0,15,9,26,60,451,
"3125304",19,0,57,52,52,172,0,22,27,46,53,497,
"3125305",6,0,30,23,62,71,0,10,13,17,63,293,
"3125306",16,6,36,38,108,117,0,18,16,25,96,469,
"3125307",24,10,56,64,49,173,0,10,19,93,134,628,
"3125308",15,10,59,46,35,140,0,22,10,72,68,477,
"3125309",0,0,0,0,0,0,0,0,0,0,0,0,
"3125310",18,7,63,58,41,144,0,12,19,50,40,444,
"3125311",29,18,104,83,163,263,0,26,34,153,209,1086,
"3125312",22,7,92,73,113,181,0,30,16,59,135,734,
"3125314",11,7,38,29,58,93,0,11,9,33,64,352,
"3125315",8,7,38,35,47,78,0,9,16,25,43,300,
"3125316",22,5,61,39,30,103,0,8,16,93,49,428,
"3125318",23,10,68,52,116,211,0,26,26,71,76,677,
"3125319",17,3,49,38,36,108,0,17,6,26,63,367,
"3125320",14,0,54,47,71,152,0,22,21,48,91,525,
"3125321",17,9,51,30,29,71,0,15,10,30,19,277,
"3125322",14,10,61,71,126,219,0,72,33,133,50,783,
"3125323",0,0,3,6,10,3,0,4,5,4,3,40,
"3125324",23,8,52,39,59,108,0,3,20,26,61,408,
"3125325",5,13,36,37,58,108,0,13,11,41,41,369,
"3125326",13,10,51,57,81,144,0,17,14,60,64,520,
"3125327",28,0,69,55,71,177,0,17,12,56,74,552,
"3125401",0,0,0,0,0,0,0,0,0,0,0,0,
"3125402",3,3,20,27,102,135,0,36,15,49,92,488,
"3125403",7,0,33,31,138,181,0,41,16,41,90,576,
"3125404",0,0,15,18,60,82,0,19,7,23,61,284,
"3125405",12,6,24,35,136,163,0,55,19,45,105,596,
"3125406",13,3,26,30,54,95,0,12,15,28,58,339,
"3125407",3,0,18,26,68,94,0,28,3,15,67,318,
"3125408",4,0,16,10,55,91,0,28,14,18,39,268,
"3125409",4,9,24,19,102,133,0,58,13,69,74,496,
"3125410",0,0,5,9,44,87,0,35,4,34,45,271,
"3125501",8,0,18,12,35,58,0,7,10,13,81,236,
"3125502",3,0,13,16,39,51,0,9,3,12,52,199,
"3125503",5,0,19,27,44,81,0,26,9,16,95,321,
"3125504",7,5,31,50,90,172,0,23,14,32,130,552,
"3125505",3,0,9,11,38,68,0,3,5,11,29,171,
"3125507",4,3,28,26,66,119,0,20,14,32,114,423,
"3125508",14,3,34,26,65,111,0,28,11,16,59,368,
"3125509",9,4,25,19,60,88,0,12,12,20,64,315,
"3125510",0,4,24,25,36,77,0,13,3,11,39,229,
"3125511",4,5,24,48,88,117,0,12,12,21,108,441,
"3125512",8,4,33,42,55,103,0,16,8,25,78,378,
"3125513",8,7,28,26,79,144,0,33,12,28,78,446,
"3125514",8,15,55,84,184,294,0,43,33,59,401,1180,
"3125515",7,8,32,42,79,153,0,19,9,35,212,588,
"3125516",15,0,46,36,91,140,0,23,13,36,111,514,
"3125518",18,9,84,88,138,222,0,30,13,52,256,897,
"3125519",3,6,28,48,88,140,0,20,6,17,132,489,
"3125520",13,0,30,27,65,122,0,14,10,28,81,383,
"3125521",0,0,0,0,3,5,0,0,0,0,0,13,
"3125523",11,3,45,46,84,144,0,19,14,43,159,571,
"3125524",10,7,52,60,85,135,0,24,7,40,154,577,
"3125526",0,3,0,8,9,9,0,7,0,38,11,86,
"3125527",0,6,12,12,31,55,0,23,6,29,52,233,
"3125528",0,0,13,10,44,61,0,28,15,14,29,211,
"3125529",6,0,13,26,51,103,0,13,11,11,95,335,
"3125530",6,9,46,32,109,146,0,34,19,34,184,609,
"3125531",3,3,40,38,135,171,0,30,18,31,155,630,
"3125534",0,0,16,29,86,200,4,111,18,70,0,528,
"3125535",0,3,18,49,90,134,0,29,8,16,143,495,
"3125536",6,4,25,30,44,87,0,18,8,15,66,300,
"3125537",7,0,35,35,97,143,0,8,11,41,190,575,
"3125538",7,0,36,24,42,75,0,15,8,32,69,306,
"3125539",5,5,15,18,46,70,0,13,3,16,88,272,
"3125540",13,0,42,47,76,123,0,9,11,17,143,478,
"3125541",4,3,36,50,74,101,5,17,5,29,160,489,
"3125542",3,0,27,20,45,75,0,5,10,21,110,309,
"3125543",7,4,32,29,69,101,0,8,8,25,115,399,
"3125544",6,5,33,26,56,117,0,8,11,33,129,421,
"3125545",8,13,49,51,75,132,0,10,7,21,158,526,
"3125546",40,19,183,139,285,422,0,49,44,131,444,1762,
"3125547",17,9,45,38,80,130,0,15,19,17,174,546,
"3125548",14,5,23,29,44,67,0,11,15,12,97,312,
"3125549",0,5,30,40,85,130,0,20,8,43,174,536,
"3125601",19,11,67,61,131,180,0,32,14,37,228,779,
"3125602",7,0,54,46,95,153,0,14,12,35,148,564,
"3125603",0,0,0,0,0,0,0,0,0,0,0,0,
"3125604",7,7,35,41,81,122,0,20,11,18,122,469,
"3125605",3,0,15,25,68,94,0,14,10,17,73,318,
"3125606",0,0,0,0,0,0,0,0,0,0,0,0,
"3125607",0,0,0,0,0,0,0,0,0,0,0,0,
"3125608",0,3,24,19,34,57,0,8,3,24,55,231,
"3125609",14,9,52,42,81,119,0,22,10,37,129,510,
"3125610",4,7,25,33,98,125,0,17,10,26,112,461,
"3125612",10,9,41,49,123,140,0,28,17,39,133,590,
"3125613",8,4,51,42,109,179,0,19,12,131,120,667,
"3125615",5,3,52,46,103,147,0,17,17,37,164,599,
"3125617",3,4,43,29,54,110,0,28,8,36,107,426,
"3125618",0,3,17,35,53,113,0,19,3,23,82,350,
"3125619",6,0,29,24,68,103,0,20,8,42,74,375,
"3125620",12,4,24,38,90,121,0,19,20,37,81,445,
"3125621",9,4,53,42,89,113,0,7,9,35,105,463,
"3125622",18,3,37,27,64,149,0,14,7,19,74,410,
"3125623",0,5,33,39,96,150,0,24,9,27,105,493,
"3125624",11,5,57,34,65,136,0,16,12,24,101,446,
"3125625",5,5,30,37,73,106,0,17,10,19,93,395,
"3125626",7,3,34,22,70,109,0,16,6,37,69,371,
"3125628",10,0,38,42,95,139,0,24,18,72,77,517,
"3125629",0,3,17,42,77,148,0,24,13,24,69,427,
"3125630",6,5,24,32,85,128,0,16,3,18,79,392,
"3125631",0,0,21,26,66,120,0,29,14,28,66,379,
"3125632",0,0,10,20,57,76,0,15,11,23,54,267,
"3125633",7,0,30,30,69,121,0,20,8,17,94,406,
"3125634",4,11,19,42,94,164,0,33,15,40,72,496,
"3125635",15,9,49,45,123,148,0,17,10,30,163,620,
"3125636",22,3,49,46,79,127,0,28,21,15,91,484,
"3125637",11,7,48,51,122,150,0,12,18,21,191,629,
"3125638",14,3,27,32,71,84,0,18,7,20,94,382,
"3125639",7,0,29,40,57,69,0,7,14,13,101,339,
"3125640",3,5,45,27,53,81,0,15,8,10,101,351,
"3125641",3,9,31,29,42,64,0,8,7,14,85,270,
"3125642",15,4,46,46,70,133,0,10,11,6,108,448,
"3125701",10,3,23,19,44,57,0,16,3,112,61,342,
"3125702",6,3,57,48,78,128,0,16,17,36,95,481,
"3125703",0,0,21,41,53,83,0,21,10,16,40,294,
"3125706",5,6,27,47,87,162,0,23,20,97,216,689,
"3125707",0,0,18,31,71,75,0,13,6,8,114,339,
"3125708",0,5,30,38,80,116,0,12,6,14,112,417,
"3125709",8,7,45,56,160,231,0,35,19,75,333,954,
"3125710",30,16,152,254,581,923,5,87,72,294,1107,3522,
"3125711",44,25,113,139,287,375,0,48,38,207,462,1732,
"3125712",8,3,35,18,62,104,0,7,9,11,124,396,
"3125801",6,4,19,36,96,140,0,17,12,22,129,474,
"3125802",0,0,23,37,62,134,0,11,4,23,118,406,
"3125803",6,0,26,31,73,103,0,8,4,21,107,391,
"3125804",11,5,62,59,133,216,0,11,16,42,186,744,
"3125805",5,4,26,33,65,97,0,17,3,15,97,355,
"3125806",6,4,12,19,32,56,0,13,6,10,51,207,
"3125807",3,4,23,32,64,107,0,17,11,42,89,393,
"3125808",5,5,24,23,53,82,0,16,5,13,84,310,
"3125809",36,21,135,162,265,353,0,44,38,88,505,1650,
"3125810",18,4,39,34,111,156,0,16,10,34,107,526,
"3125811",10,8,42,32,58,98,0,5,12,29,65,363,
"3125814",6,9,34,35,87,120,0,19,6,19,158,490,
"3125815",5,0,14,12,39,76,0,16,3,22,59,248,
"3125816",10,5,39,36,70,104,0,19,15,61,82,435,
"3125817",8,4,14,21,57,78,0,19,7,26,57,291,
"3125818",0,10,23,22,48,80,0,18,3,16,69,281,
"3125819",0,9,26,19,66,116,0,17,11,18,96,374,
"3125822",12,10,58,43,98,126,0,28,9,30,136,551,
"3125823",8,11,79,77,219,324,0,42,29,95,296,1181,
"3125824",5,4,35,50,128,191,0,28,15,34,225,718,
"3125825",7,6,24,11,42,73,0,12,7,27,76,286,
"3125826",16,6,51,38,59,91,0,14,14,43,85,413,
"3125827",6,0,16,24,57,76,0,7,7,13,77,300,
"3125828",8,4,35,47,112,176,0,19,11,36,176,639,
"3125829",8,3,29,21,65,104,0,18,8,29,112,399,
"3125830",3,0,15,12,55,90,0,18,3,13,100,306,
"3125831",14,7,46,45,85,111,0,14,15,36,103,470,
"3125832",8,0,27,28,61,135,0,34,11,35,147,489,
"3125833",5,3,30,43,110,147,0,26,9,30,169,568,
"3125834",4,6,31,44,88,147,0,36,10,30,108,497,
"3125835",7,10,35,55,137,191,4,32,11,31,209,733,
"3125836",13,3,35,52,101,203,0,31,11,39,206,698,
"3125837",16,3,29,40,102,214,0,43,21,121,207,791,
"3125838",6,0,21,23,66,117,0,10,12,33,138,425,
"3125839",38,25,183,146,216,351,0,43,34,105,479,1622,
"3125840",16,12,87,106,190,320,0,49,24,68,288,1168,
"3125842",4,6,26,39,88,148,0,18,4,27,126,500,
"3125843",7,0,26,47,91,147,0,21,23,24,158,553,
"3125844",3,0,17,13,50,78,0,14,6,10,88,281,
"3125845",0,0,11,12,27,78,0,22,11,44,10,216,
"3125846",13,0,49,65,104,180,0,24,17,24,172,648,
"3125847",3,6,41,33,68,79,0,14,6,35,100,387,
"3125848",21,12,74,67,127,164,0,19,14,40,251,787,
"3125849",9,6,40,42,66,142,0,22,15,12,152,508,
"3125850",10,3,46,44,90,166,0,17,22,12,193,613,
"3125851",12,8,27,22,58,131,0,23,10,7,98,396,
"3125852",11,11,67,60,121,157,0,24,11,52,264,768,
"3125853",0,7,33,29,96,118,0,18,15,14,152,491,
"3125854",3,8,18,29,58,87,0,6,5,27,105,348,
"3125855",4,7,30,35,82,126,0,16,5,37,148,494,
"3125856",10,4,28,36,62,116,0,15,6,26,114,404,
"3125857",11,3,45,53,129,157,0,20,18,43,179,648,
"3125858",4,6,36,48,89,143,0,23,6,46,199,619,
"3125859",5,7,24,39,79,157,0,25,9,37,147,524,
"3125860",45,9,115,98,195,337,4,36,19,61,297,1210,
"3125861",5,3,24,27,61,82,0,13,10,17,101,330,
"3125862",5,5,21,28,64,89,0,21,5,17,76,316,
"3125901",21,6,57,57,64,163,0,13,21,39,14,455,
"3125902",0,0,11,4,14,40,0,26,6,121,0,221,
"3125903",11,10,55,48,68,131,0,19,14,48,114,512,
"3125904",5,5,27,40,48,125,0,12,15,19,35,325,
"3125905",18,8,86,41,57,145,0,16,13,34,91,512,
"3125906",28,4,85,32,36,137,0,7,19,40,51,448,
"3125907",12,0,25,33,48,88,0,16,12,12,49,307,
"3125908",20,7,43,40,39,135,0,29,10,19,41,385,
"3125909",41,9,85,42,28,149,0,19,21,40,116,547,
"3125910",22,7,49,38,51,128,0,13,15,33,53,411,
"3126001",17,9,72,68,101,192,0,33,14,139,155,803,
"3126003",8,5,45,42,63,140,0,22,21,44,121,510,
"3126004",7,4,45,40,65,130,0,14,10,39,67,431,
"3126005",6,0,33,26,51,85,0,14,7,23,72,326,
"3126006",8,7,40,35,65,120,0,19,4,135,106,545,
"3126007",5,4,25,39,57,137,0,14,6,30,85,408,
"3126008",11,0,50,58,95,158,0,21,17,40,159,605,
"3126009",6,3,24,21,39,106,0,27,10,48,48,342,
"3126010",4,5,40,52,77,173,0,37,12,160,91,649,
"3126011",17,8,50,44,72,146,0,17,16,22,95,493,
"3126012",0,5,23,39,54,111,0,9,5,30,70,355,
"3126013",7,0,30,29,77,104,0,30,11,38,58,388,
"3126014",5,6,35,27,65,100,0,16,8,28,65,337,
"3126015",9,0,50,26,34,143,0,28,12,58,34,408,
"3126016",9,7,46,49,94,130,0,20,5,26,102,490,
"3126101",7,0,26,32,46,71,0,18,9,15,45,280,
"3126102",25,9,76,57,77,117,0,9,11,13,151,539,
"3126103",16,9,53,33,83,150,0,21,26,33,129,551,
"3126104",16,3,41,45,55,93,0,18,10,34,77,397,
"3126105",26,9,67,56,93,189,0,22,24,36,109,634,
"3126106",11,0,45,50,56,146,0,42,21,53,55,466,
"3126107",10,5,31,34,44,99,0,17,5,18,73,339,
"3126108",11,0,25,33,52,87,0,15,5,17,61,305,
"3126109",3,3,30,33,42,82,0,12,4,16,45,264,
"3126110",15,16,53,53,74,125,0,11,16,14,99,473,
"3126111",20,3,57,51,75,163,0,23,15,46,137,588,
"3126112",27,14,107,60,89,235,0,22,17,94,42,707,
"3126113",24,6,69,46,63,148,0,17,20,27,98,516,
"3126114",20,8,80,44,79,164,0,22,18,29,99,567,
"3126115",27,9,79,64,77,142,0,19,19,31,88,553,
"3126116",13,7,32,36,58,117,0,26,8,41,75,415,
"3126117",17,3,43,40,52,143,0,8,13,15,82,419,
"3126118",22,8,97,68,109,223,0,27,25,91,103,775,
"3126119",18,9,81,52,74,156,0,20,22,52,154,644,
"3126120",32,15,86,85,95,212,0,25,25,173,132,885,
"3126121",33,9,76,37,68,191,0,15,13,36,82,570,
"3126122",14,6,56,29,40,92,0,18,3,22,59,333,
"3126123",22,5,62,33,55,82,0,18,5,15,56,360,
"3126124",31,12,72,58,80,151,0,20,9,41,93,569,
"3126125",26,6,50,39,53,78,0,12,0,14,83,364,
"3126126",17,4,56,34,43,127,0,20,14,20,102,435,
"3126127",18,12,79,54,89,163,0,27,18,25,125,603,
"3126128",32,8,85,58,45,136,0,18,14,40,84,525,
"3126129",13,3,57,59,75,154,0,20,20,52,92,545,
"3126130",25,4,41,36,50,87,0,21,10,7,52,331,
"3126131",11,3,23,28,45,78,0,4,16,31,47,280,
"3126132",6,0,32,8,23,64,0,7,4,25,36,212,
"3126133",6,9,56,35,54,128,0,7,14,16,62,389,
"3126134",14,8,46,33,51,102,0,7,5,23,57,337,
"3126135",6,0,35,46,62,120,0,33,18,21,65,410,
"3126136",10,5,49,56,69,162,0,32,17,26,62,499,
"3126137",18,8,27,30,41,89,0,13,18,17,55,312,
"3126138",13,0,38,40,51,153,0,24,13,8,69,414,
"3126139",42,9,101,38,34,371,0,8,11,77,16,698,
"3126140",15,6,59,30,64,111,0,14,12,22,66,397,
"3126141",10,3,24,24,58,112,0,5,3,16,23,278,
"3126142",12,8,36,37,55,109,0,8,15,26,61,354,
"3126143",7,0,47,28,43,101,0,7,14,33,58,344,
"3126144",7,4,36,34,46,90,0,17,12,24,57,317,
"3126145",15,7,59,24,48,124,0,29,12,21,51,388,
"3126146",11,4,45,44,88,127,0,25,13,24,103,481,
"3126147",19,9,51,48,56,109,0,12,9,31,68,407,
"3126148",17,3,62,49,60,127,0,14,9,23,68,438,
"3126149",9,4,43,54,72,157,0,19,18,30,40,450,
"3126150",11,3,24,20,40,99,0,9,16,20,61,309,
"3126151",19,3,53,39,57,124,0,22,10,33,58,429,
"3126201",29,0,112,70,80,211,0,23,14,43,230,826,
"3126202",10,14,39,40,96,111,0,17,13,19,103,463,
"3126203",8,6,44,41,70,120,0,14,10,32,141,483,
"3126205",4,3,34,20,36,65,0,3,0,16,58,231,
"3126206",10,4,45,43,47,92,0,9,8,13,88,348,
"3126207",17,5,69,51,72,145,0,18,26,32,135,580,
"3126209",46,4,104,27,40,215,0,7,9,60,54,573,
"3126210",19,7,48,64,70,147,0,33,15,33,89,511,
"3126211",12,7,32,26,57,107,0,13,6,24,79,359,
"3126212",16,4,35,31,42,97,0,18,8,20,43,316,
"3126213",7,5,36,56,82,131,0,30,14,38,82,475,
"3126214",3,6,37,33,109,214,0,58,13,81,146,708,
"3126215",14,7,44,56,98,183,0,47,18,57,105,628,
"3126216",17,3,49,60,107,141,0,33,17,23,155,610,
"3126217",12,6,55,57,91,162,0,35,14,41,125,592,
"3126218",0,4,22,24,59,73,0,25,8,27,82,317,
"3126219",6,8,38,38,86,173,0,30,12,36,113,557,
"3126220",13,5,31,24,43,71,0,10,4,14,28,248,
"3126221",12,5,40,41,72,122,0,29,10,34,104,465,
"3126222",57,13,125,59,77,204,0,25,30,69,174,838,
"3126223",14,10,84,54,81,162,0,18,23,38,118,594,
"3126224",4,0,23,26,17,50,0,0,7,6,25,153,
"3126225",34,5,110,66,95,236,0,21,21,43,144,775,
"3126226",14,11,57,34,43,111,0,13,14,32,63,378,
"3126228",26,6,68,48,67,128,0,11,14,34,108,509,
"3126229",34,0,60,22,51,136,0,10,3,47,40,400,
"3126230",38,3,101,42,61,105,0,4,8,41,49,453,
"3126231",9,3,36,13,14,44,0,0,0,23,3,140,
