Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by INCP Total Personal Income (weekly)"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"INCP Total Personal Income (weekly)","Negative income","Nil income","$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)","Not stated","Not applicable","Total",
"SA1 (UR)",
"1103712",0,16,10,17,12,27,20,9,25,29,19,12,19,8,11,17,40,279,
"1103713",0,28,19,30,39,50,33,22,28,26,23,23,11,16,7,64,90,518,
"1103714",0,24,15,27,30,38,29,37,29,32,20,25,14,22,5,26,60,439,
"1103801",0,23,26,18,27,32,33,24,29,25,21,24,19,30,13,44,66,451,
"1103802",0,24,25,31,33,35,30,43,31,25,21,31,13,33,7,26,101,511,
"1103803",0,19,7,22,39,19,29,25,28,19,18,4,15,20,3,31,76,378,
"1103804",0,23,10,30,49,46,35,46,52,36,26,16,4,10,6,22,88,505,
"1103805",0,12,9,13,12,16,21,22,23,23,17,22,18,7,5,9,66,280,
"1103806",0,12,11,18,21,26,26,18,24,20,13,12,8,4,10,13,45,273,
"1103807",0,24,9,16,49,33,41,24,29,33,14,18,9,24,7,10,90,430,
"1103808",0,6,5,22,45,66,49,25,15,9,0,0,4,5,3,43,0,290,
"1103809",0,36,21,30,28,34,43,31,41,45,29,25,16,14,18,20,122,549,
"1103810",0,16,14,15,21,18,32,12,24,21,17,18,17,20,7,20,56,334,
"1103811",0,27,32,24,31,35,20,33,40,30,24,21,17,14,0,13,105,486,
"1103812",0,20,18,22,11,27,28,26,18,32,18,23,19,10,11,15,79,357,
"1103813",0,35,20,17,27,36,44,35,36,36,29,24,20,18,11,22,144,547,
"1103814",0,23,23,28,38,49,33,37,31,34,17,15,23,18,14,30,103,499,
"1103815",0,19,12,13,27,25,20,10,20,24,13,20,13,17,13,21,56,332,
"1103816",0,25,14,19,8,20,37,27,26,31,25,33,11,14,0,26,119,431,
"1103817",0,20,17,16,23,40,35,22,20,16,21,19,13,15,5,17,47,339,
"1103901",0,40,22,25,25,26,43,49,47,44,42,35,31,35,38,29,121,655,
"1103902",5,20,16,20,18,26,27,22,30,20,27,15,12,15,13,23,82,391,
"1103903",6,20,12,14,18,24,21,22,25,19,17,9,6,22,12,12,62,314,
"1103904",7,47,30,30,41,28,37,30,34,36,29,22,21,28,15,18,106,573,
"1103905",5,41,21,27,26,28,35,19,30,19,23,17,20,32,16,8,74,420,
"1103906",0,27,15,23,38,35,27,35,39,40,30,15,20,17,5,12,87,462,
"1103908",0,28,19,14,17,30,18,27,28,27,25,23,19,29,17,27,89,441,
"1103909",5,36,6,25,38,47,38,47,51,38,53,33,22,34,18,25,87,592,
"1103911",5,44,17,22,30,25,38,47,45,41,40,17,22,29,36,21,105,586,
"1103912",0,32,16,31,43,28,34,28,38,40,30,19,21,23,21,30,112,562,
"1103913",4,34,21,31,31,38,40,39,34,43,24,33,25,35,26,30,126,611,
"1103914",0,23,16,26,20,19,23,23,30,27,21,12,13,13,13,9,65,345,
"1103915",0,22,15,22,17,21,31,29,52,26,20,38,21,29,10,26,100,482,
"1103916",0,26,15,24,34,38,34,30,37,30,18,27,22,30,12,23,74,484,
